username,tweet,id,date
akunusam,"ini kenapa jadi banyak ""akun-akun"" yang jadiin akun w masuk ke list media ya? media???",1326942545415266300,1605212839746
akunusam,"ini kenapa jadi banyak ""akun-akun"" yang jadiin akun w masuk ke list media ya? media???",1326942545415266300,1605212857640
